id,city_name,humidity,latitude,longtitude,sunset_time,surnise_time,temperature,time_of_record,wind_speed
1736267319,Carthage,77,36.8473,10.3417,1736266658,1736231508,15.02,1736267319,6.17
1736266615,Carthage,77,36.8473,10.3417,1736266658,1736231508,15.02,1736266615,6.17
1736266454,Gouvernorat de Kébili,43,33.5031,8.7757,1736267536,1736231382,16.46,1736266454,4.58
1736265610,Gafsa,51,34.4311,8.7757,1736267401,1736231517,16.06,1736265610,4.63
1736265874,Jendouba,63,36.5123,8.7682,1736267088,1736231833,15.03,1736265874,5.14
1736266060,Sbiba,71,35.4037,9.0079,1736267201,1736231606,8.82,1736266060,9.9
1736265202,Sousse,59,35.8214,10.6344,1736266747,1736231279,17.79,1736265202,4.63
1736268093,Mahdia,57,35.5068,11.0468,1736266696,1736231132,15.78,1736268093,5.53
1736267413,Gafsa,55,34.4311,8.7757,1736267401,1736231517,15.06,1736267413,4.63
1736265453,Gouvernorat de Gabès,45,33.8815,9.5608,1736267293,1736231248,16.4,1736265453,4.42
1736268336,Kairouan,42,35.6712,10.0911,1736266900,1736231387,18.01,1736268336,3.09
1736265289,Sfax,42,34.7396,10.76,1736266879,1736231086,20.08,1736265289,2.57
1736267113,Fernana,82,36.7422,8.6626,1736267078,1736231895,8.21,1736267113,6.04
1736266907,Gafsa,55,34.4311,8.7757,1736267401,1736231517,15.06,1736266907,4.63
1736265752,El Kef,75,36.1632,8.7146,1736267155,1736231792,10.35,1736265752,6.32
1736266381,Jendouba,77,36.5123,8.7682,1736267088,1736231833,14.03,1736266381,2.57
1736266190,Sousse,59,35.8214,10.6344,1736266747,1736231279,17.79,1736266190,4.63
1736265638,Beni Kheddache,54,33.1381,10.269,1736267230,1736230971,13.32,1736265638,6.26
1736265311,Sbiba,71,35.4037,9.0079,1736267201,1736231606,8.82,1736265311,9.9
1736264931,Bizerte,88,37.3426,9.8502,1736266698,1736231705,15.03,1736264931,6.69
1736266902,Kasserine,62,35.1677,8.8315,1736267279,1736231613,11.21,1736266902,8.34
1736265388,Kasserine,62,35.1677,8.8315,1736267279,1736231613,11.21,1736265388,8.34
1736267575,Sbikha,72,35.9444,9.799,1736266929,1736231498,10.39,1736267575,10.17
1736266874,Beni Kheddache,54,33.1381,10.269,1736267230,1736230971,13.32,1736266874,6.26
1736265914,Kairouan,34,35.7976,10.126,1736266872,1736231397,19.24,1736265914,3.09
1736266537,Gouvernorat de Kébili,43,33.5031,8.7757,1736267536,1736231382,16.46,1736266537,4.58
1736267981,Gabès,63,33.8869,10.0982,1736267163,1736231120,15.99,1736267981,5.14
1736265257,Ben Arous,67,36.7134,10.2096,1736266711,1736231519,15.9,1736265257,7.72
1736265981,El Kef,75,36.1632,8.7146,1736267155,1736231792,10.35,1736265981,6.32
1736267987,Metlaoui,49,34.2744,8.4459,1736267504,1736231573,14.11,1736267987,2.86
1736267007,Sbiba,71,35.4037,9.0079,1736267201,1736231606,8.82,1736267007,9.9
1736265001,Kairouan,34,35.7976,10.126,1736266872,1736231397,19.24,1736265001,3.09
1736266565,El Kef,75,36.1632,8.7146,1736267155,1736231792,10.35,1736266565,6.32
1736267119,Beni Kheddache,54,33.1381,10.269,1736267230,1736230971,13.32,1736267119,6.26
1736268433,Bizerte,68,37.2744,9.8739,1736266703,1736231688,14.81,1736268433,10.78
1736266654,Beni Kheddache,54,33.1381,10.269,1736267230,1736230971,13.32,1736266654,6.26
1736267141,Aryanah,77,36.8625,10.1956,1736266691,1736231546,14.97,1736267141,6.17
1736264925,Gabès,59,33.8869,10.0982,1736267163,1736231120,16.99,1736264925,5.66
1736267891,Sousse,59,35.8214,10.6344,1736266747,1736231279,17.79,1736267891,4.12
1736265509,Gabès,59,33.8869,10.0982,1736267163,1736231120,16.99,1736265509,5.66
1736267463,Metlaoui,49,34.2744,8.4459,1736267504,1736231573,14.11,1736267463,2.86
1736266038,Kasserine,62,35.1677,8.8315,1736267279,1736231613,11.21,1736266038,8.34
1736268444,Fernana,84,36.7422,8.6626,1736267078,1736231895,7.04,1736268444,4.86
1736267642,Sbiba,78,35.4037,9.0079,1736267201,1736231606,7.23,1736267642,10.13
1736265197,Bizerte,88,37.3426,9.8502,1736266698,1736231705,15.03,1736265197,6.69
1736265068,Gafsa,51,34.4311,8.7757,1736267401,1736231517,16.06,1736265068,4.63
1736265333,Jendouba,63,36.5123,8.7682,1736267088,1736231833,15.03,1736265333,5.14
1736265306,Bizerte,88,37.2744,9.8739,1736266703,1736231688,15,1736265306,6.69
1736265566,Bab El Jazira,67,36.8064,10.1817,1736266703,1736231540,15.99,1736265566,7.72
1736264381,Bab El Jazira,63,36.8064,10.1817,1736266703,1736231540,16.99,1736264381,7.72
1736267970,Fernana,84,36.7422,8.6626,1736267078,1736231895,7.04,1736267970,4.86
1736268438,Mahdia,57,35.5068,11.0468,1736266696,1736231132,15.78,1736268438,5.53
1736266375,El Kef,75,36.1632,8.7146,1736267155,1736231792,10.35,1736266375,6.32
1736266105,Ben Arous,67,36.7134,10.2096,1736266711,1736231519,15.9,1736266105,7.72
1736265185,Carthage,67,36.8473,10.3417,1736266658,1736231508,16.02,1736265185,7.72
1736266935,Kairouan,42,35.7976,10.126,1736266872,1736231397,18.24,1736266935,3.09
1736267547,Metlaoui,49,34.2744,8.4459,1736267504,1736231573,14.11,1736267547,2.86
1736266952,Fernana,82,36.7422,8.6626,1736267078,1736231895,8.21,1736266952,6.04
1736266863,Fernana,82,36.7422,8.6626,1736267078,1736231895,8.21,1736266863,6.04
1736266543,Bizerte,69,37.3426,9.8502,1736266698,1736231705,15.28,1736266543,11.9
1736266593,Bab El Jazira,77,36.8064,10.1817,1736266703,1736231540,14.99,1736266593,6.17
1736265868,Fernana,82,36.7422,8.6626,1736267078,1736231895,8.21,1736265868,6.04
1736265107,Metlaoui,45,34.2744,8.4459,1736267504,1736231573,15.5,1736265107,4.4
1736267903,Aryanah,77,36.8625,10.1956,1736266691,1736231546,14.97,1736267903,6.17
1736267214,Sbikha,67,35.9444,9.799,1736266929,1736231498,11.18,1736267214,10.23
1736267297,Gafsa,55,34.4311,8.7757,1736267401,1736231517,15.06,1736267297,4.63
1736265770,Bizerte,88,37.2744,9.8739,1736266703,1736231688,15,1736265770,6.69
1736267040,Sbikha,67,35.9444,9.799,1736266929,1736231498,11.18,1736267040,10.23
