,id,city_name,humidity,latitude,longtitude,temperature,wind_speed,date,sunrise,sunset
160,1736268292,Kasserine,74,35.1677,8.8315,9.32,7.42,2025-01-07 11:44:52,2025-01-07 01:33:33,2025-01-07 11:27:59
161,1736267620,El Kef,84,36.1632,8.7146,8.68,3.67,2025-01-07 11:33:40,2025-01-07 01:36:32,2025-01-07 11:25:55
162,1736264985,Ben Arous,67,36.7134,10.2096,15.9,7.72,2025-01-07 10:49:45,2025-01-07 01:31:59,2025-01-07 11:18:31
163,1736265458,Kairouan,34,35.7976,10.126,19.24,3.09,2025-01-07 10:57:38,2025-01-07 01:29:57,2025-01-07 11:21:12
164,1736266762,Gabès,63,33.8869,10.0982,15.99,5.14,2025-01-07 11:19:22,2025-01-07 01:25:20,2025-01-07 11:26:03
165,1736265052,Kasserine,62,35.1677,8.8315,11.21,8.34,2025-01-07 10:50:52,2025-01-07 01:33:33,2025-01-07 11:27:59
166,1736267046,Gouvernorat de Kébili,43,33.5031,8.7757,16.46,4.58,2025-01-07 11:24:06,2025-01-07 01:29:42,2025-01-07 11:32:16
167,1736265959,Beni Kheddache,54,33.1381,10.269,13.32,6.26,2025-01-07 11:05:59,2025-01-07 01:22:51,2025-01-07 11:27:10
168,1736266751,Jendouba,77,36.4462,8.7927,13.97,2.57,2025-01-07 11:19:11,2025-01-07 01:36:57,2025-01-07 11:24:53
169,1736265074,Fernana,82,36.7422,8.6626,8.21,6.04,2025-01-07 10:51:14,2025-01-07 01:38:15,2025-01-07 11:24:38
170,1736265486,Gouvernorat de Kébili,43,33.5031,8.7757,16.46,4.58,2025-01-07 10:58:06,2025-01-07 01:29:42,2025-01-07 11:32:16
171,1736266325,Sbiba,71,35.4037,9.0079,8.82,9.9,2025-01-07 11:12:05,2025-01-07 01:33:26,2025-01-07 11:26:41
172,1736268015,Aryanah,77,36.8625,10.1956,14.97,6.17,2025-01-07 11:40:15,2025-01-07 01:32:26,2025-01-07 11:18:11
173,1736267069,Jendouba,77,36.5123,8.7682,14.03,2.57,2025-01-07 11:24:29,2025-01-07 01:37:13,2025-01-07 11:24:48
174,1736266643,Sbikha,67,35.9444,9.799,11.18,10.23,2025-01-07 11:17:23,2025-01-07 01:31:38,2025-01-07 11:22:09
175,1736265837,Kasserine,62,35.1677,8.8315,11.21,8.34,2025-01-07 11:03:57,2025-01-07 01:33:33,2025-01-07 11:27:59
176,1736265409,Jendouba,63,36.5123,8.7682,15.03,5.14,2025-01-07 10:56:49,2025-01-07 01:37:13,2025-01-07 11:24:48
177,1736265437,Gouvernorat de Kébili,43,33.5031,8.7757,16.46,4.58,2025-01-07 10:57:17,2025-01-07 01:29:42,2025-01-07 11:32:16
178,1736267813,Carthage,77,36.8473,10.3417,15.02,6.17,2025-01-07 11:36:53,2025-01-07 01:31:48,2025-01-07 11:17:38
179,1736267124,Ben Arous,77,36.7134,10.2096,14.9,6.17,2025-01-07 11:25:24,2025-01-07 01:31:59,2025-01-07 11:18:31
180,1736266946,Sfax,45,34.7396,10.76,20.08,0.51,2025-01-07 11:22:26,2025-01-07 01:24:46,2025-01-07 11:21:19
181,1736266880,Sousse,59,35.8214,10.6344,17.79,4.12,2025-01-07 11:21:20,2025-01-07 01:27:59,2025-01-07 11:19:07
182,1736265262,El Kef,75,36.1632,8.7146,10.35,6.32,2025-01-07 10:54:22,2025-01-07 01:36:32,2025-01-07 11:25:55
183,1736266386,Ben Arous,77,36.7134,10.2096,14.9,6.17,2025-01-07 11:13:06,2025-01-07 01:31:59,2025-01-07 11:18:31
184,1736265179,Bab El Jazira,67,36.8064,10.1817,15.99,7.72,2025-01-07 10:52:59,2025-01-07 01:32:20,2025-01-07 11:18:23
185,1736265344,Beni Kheddache,54,33.1381,10.269,13.32,6.26,2025-01-07 10:55:44,2025-01-07 01:22:51,2025-01-07 11:27:10
186,1736266111,Carthage,67,36.8473,10.3417,16.02,7.72,2025-01-07 11:08:31,2025-01-07 01:31:48,2025-01-07 11:17:38
187,1736267953,Kairouan,42,35.7976,10.126,18.24,3.09,2025-01-07 11:39:13,2025-01-07 01:29:57,2025-01-07 11:21:12
188,1736268104,Kairouan,42,35.7976,10.126,18.24,3.09,2025-01-07 11:41:44,2025-01-07 01:29:57,2025-01-07 11:21:12
189,1736265976,Sfax,42,34.7396,10.76,20.08,2.57,2025-01-07 11:06:16,2025-01-07 01:24:46,2025-01-07 11:21:19
